#	Frequencies and overlap
#	bins	Data	shuffle	overlap	overlap_shuffle
	0.025	0.52	0.38	0	0
	0.05	0.32	0.3	0	0
	0.075	0.22	0.26	0	0
	0.1	0.72	0.34	0	0
	0.125	0.4	0.26	0	0
	0.15	0.22	0.22	0	0
	0.175	0.2	0.36	0	0
	0.2	0.74	0.26	0	0
	0.225	0.42	0.26	0	0
	0.25	0.26	0.34	0	0
	0.275	0.18	0.32	0	0
	0.3	0.78	0.42	0	0
	0.325	0.4	0.22	0	0
	0.35	0.22	0.32	0	0
	0.375	0.26	0.24	0	0
	0.4	0.76	0.38	0	0
	0.425	0.42	0.34	0	0
	0.45	0.4	0.36	0	0
	0.475	0.1	0.28	0	0
	0.5	0.76	0.36	0	0
	0.525	0.48	0.34	0	0
	0.55	0.3	0.34	0	0
	0.575	0.1	0.3	0	0
	0.6	0.72	0.34	0	0
	0.625	0.38	0.32	0	0
	0.65	0.24	0.28	0	0
	0.675	0.26	0.34	0	0
	0.7	0.74	0.24	0	0
	0.725	0.48	0.36	0	0
	0.75	0.2	0.26	0	0
	0.775	0.12	0.32	0	0
	0.8	0.7	0.38	0	0
	0.825	0.38	0.4	0	0
	0.85	0.22	0.28	0	0
	0.875	0.16	0.28	0	0
	0.9	0.68	0.3	0	0
	0.925	0.3	0.24	0	0
	0.95	0.2	0.34	0	0
	0.975	0.26	0.28	0	0
	1	0.76	0.32	0	0


#	yrange	sparsity	# links	zeta	support at cross
	0	1.74333e-05	50	51	48	54	56	0.675	3.57741e-06
	0.25	1.74333e-05	50	51	48	54	56	0.675	3.57741e-06
